Run ID,Run Label,Display Name,Model Display,Prompt Label,Persona ID,Session ID,Truth Label,Predicted Label,Correct Match,Truth Is Eligible,Truth Is Ineligible,Truth Is Manual Review,Truth Is Insufficient Information,Predicted Is Eligible,Predicted Is Ineligible,Predicted Is Manual Review,Predicted Is Insufficient Information,Error
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F001,eval_F001_14759a6e,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F014,eval_F014_e9feb06c,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F015,eval_F015_20a141ae,Ineligible,Manual Review,False,0,1,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F016,eval_F016_f9adb736,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F017,eval_F017_d9ee2755,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F018,eval_F018_48aa3e1d,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F019,eval_F019_41d32beb,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F020,eval_F020_c9c8c151,Ineligible,Manual Review,False,0,1,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F021,eval_F021_c30a8bf0,Ineligible,Manual Review,False,0,1,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F022,eval_F022_50298dcb,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F023,eval_F023_4c55b597,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F024,eval_F024_313c508a,Ineligible,Insufficient Information,False,0,1,0,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F025,eval_F025_356d22e2,Ineligible,Manual Review,False,0,1,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F026,eval_F026_0e8e9101,Ineligible,Eligible,False,0,1,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F027,eval_F027_b042ce3a,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F028,eval_F028_16d70dd3,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F029,eval_F029_f9e48273,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F030,eval_F030_da997a0b,Ineligible,Ineligible,True,0,1,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F031,eval_F031_5037ef32,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F032,eval_F032_5d7dfec5,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F033,eval_F033_1e0c503c,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F034,eval_F034_36c74741,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F035,eval_F035_74ebd058,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F036,eval_F036_b9e28c4b,Eligible,Ineligible,False,1,0,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F037,eval_F037_dd86f760,Eligible,Ineligible,False,1,0,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F038,eval_F038_fac07865,Eligible,Manual Review,False,1,0,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F039,eval_F039_fcfa2e43,Eligible,Ineligible,False,1,0,0,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F040,eval_F040_b0ef4a2f,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F041,eval_F041_7cfeb076,Eligible,Manual Review,False,1,0,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F042,eval_F042_23f83e3a,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F043,eval_F043_6c628142,Eligible,Manual Review,False,1,0,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F044,eval_F044_506674af,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F045,eval_F045_721194c2,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F046,eval_F046_25cd248d,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F047,eval_F047_5affd7eb,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F048,eval_F048_11c0c682,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F049,eval_F049_963e1ef4,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F050,eval_F050_75657368,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F051,eval_F051_9c964565,Eligible,Insufficient Information,False,1,0,0,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F052,eval_F052_85750577,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F053,eval_F053_ac46ac56,Eligible,Manual Review,False,1,0,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F054,eval_F054_204da51c,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F055,eval_F055_db48dbde,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F056,eval_F056_aab6b468,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F057,eval_F057_8de3656d,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F058,eval_F058_db27e7b1,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F059,eval_F059_ed7e8bbb,Eligible,Manual Review,False,1,0,0,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F060,eval_F060_da6d3e52,Eligible,Eligible,True,1,0,0,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F061,eval_F061_e85078e6,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F062,eval_F062_66664c46,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F063,eval_F063_74243875,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F064,eval_F064_d3b5fe0d,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F065,eval_F065_9469e2bb,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F066,eval_F066_0e1d52ea,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F067,eval_F067_c7502e2e,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F068,eval_F068_3f0f9269,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,turn q4 failed: The read operation timed out
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F069,eval_F069_993853bc,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F070,eval_F070_5bfffd66,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F071,eval_F071_104823bc,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F072,eval_F072_1557b28f,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F073,eval_F073_217a4f1d,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F074,eval_F074_6ad8d01b,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F075,eval_F075_f8b47ef9,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F076,eval_F076_88ec6c70,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F077,eval_F077_e9a788a3,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F078,eval_F078_4318df24,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F079,eval_F079_20bb64a4,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F080,eval_F080_4dbb5996,Insufficient Information,Ineligible,False,0,0,0,1,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F081,eval_F081_d128df3b,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F082,eval_F082_44471d7c,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F083,eval_F083_44248283,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F084,eval_F084_5d66edd6,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F085,eval_F085_a4ec7455,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F086,eval_F086_03043cd8,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F087,eval_F087_a10620db,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F088,eval_F088_bc2cc134,Insufficient Information,Insufficient Information,True,0,0,0,1,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F089,eval_F089_76649588,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F090,eval_F090_14c58cd4,Insufficient Information,Manual Review,False,0,0,0,1,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F091,eval_F091_5796538d,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F092,eval_F092_a4572699,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F093,eval_F093_20078a00,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F094,eval_F094_37dd06dd,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F095,eval_F095_1f1f9655,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F096,eval_F096_85793a5b,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F097,eval_F097_92b5dcf7,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F098,eval_F098_179b5cfa,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F099,eval_F099_eadd2422,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F100,eval_F100_1a7b3fff,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F101,eval_F101_9c3e6727,Manual Review,Eligible,False,0,0,1,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F102,eval_F102_791f4267,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F103,eval_F103_357ed7db,Manual Review,Ineligible,False,0,0,1,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F104,eval_F104_c9591fc3,Manual Review,Ineligible,False,0,0,1,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F105,eval_F105_a8802d1e,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F106,eval_F106_5a5b2a92,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F107,eval_F107_d58daaf8,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F108,eval_F108_9bfac76b,Manual Review,Ineligible,False,0,0,1,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F109,eval_F109_c7e6e5fe,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F110,eval_F110_a26ee540,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F111,eval_F111_14fc4ad9,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F112,eval_F112_2641ecd9,Manual Review,Eligible,False,0,0,1,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F113,eval_F113_0a488f23,Manual Review,Manual Review,True,0,0,1,0,0,0,1,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F114,eval_F114_dd1e37eb,Manual Review,Insufficient Information,False,0,0,1,0,0,0,0,1,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F115,eval_F115_efa10a7c,Manual Review,Ineligible,False,0,0,1,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F116,eval_F116_33cb52c1,Manual Review,Ineligible,False,0,0,1,0,0,1,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F117,eval_F117_2ea10184,Manual Review,Eligible,False,0,0,1,0,1,0,0,0,
benchmark_openai_v1,openai_v1,OpenAI v1 | System Prompt v1 | 120 personas,OpenAI (angel-flight-chatbot-app),System Prompt v1,F118,eval_F118_79a838fb,Manual Review,Eligible,False,0,0,1,0,1,0,0,0,
